section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-11,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,ICU Hospital Beds in Use,1266
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,Total ICU Hospital Beds,1839
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,Acute Care Hospital Beds in Use,6523
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,Total Acute Care Hospital Beds,8542
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-12,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,ICU Hospital Beds in Use,1237
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,Total ICU Hospital Beds,1832
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,Acute Care Hospital Beds in Use,6396
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,Total Acute Care Hospital Beds,8535
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-13,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,ICU Hospital Beds in Use,1280
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,Total ICU Hospital Beds,1832
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,Acute Care Hospital Beds in Use,6678
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-14,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,ICU Hospital Beds in Use,1291
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,Total ICU Hospital Beds,1832
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,Acute Care Hospital Beds in Use,6838
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-15,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,ICU Hospital Beds in Use,1285
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,Total ICU Hospital Beds,1832
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,Acute Care Hospital Beds in Use,6793
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-16,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,ICU Hospital Beds in Use,1310
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,Total ICU Hospital Beds,1832
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,Acute Care Hospital Beds in Use,6812
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-17,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,ICU Hospital Beds in Use,1291
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,Total ICU Hospital Beds,1832
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,Acute Care Hospital Beds in Use,6739
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-18,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,ICU Hospital Beds in Use,1251
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,Total ICU Hospital Beds,1832
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,Acute Care Hospital Beds in Use,6584
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-19,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,ICU Hospital Beds in Use,1221
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,Acute Care Hospital Beds in Use,6464
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,Total Acute Care Hospital Beds,8525
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-20,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,ICU Hospital Beds in Use,1273
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,Acute Care Hospital Beds in Use,6667
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-21,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,ICU Hospital Beds in Use,1282
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,Acute Care Hospital Beds in Use,6818
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-22,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,ICU Hospital Beds in Use,1272
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,Acute Care Hospital Beds in Use,6777
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-23,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,ICU Hospital Beds in Use,1280
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,Acute Care Hospital Beds in Use,6732
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,Total Acute Care Hospital Beds,8532
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-24,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,ICU Hospital Beds in Use,1259
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,Acute Care Hospital Beds in Use,6652
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,Total Acute Care Hospital Beds,8532
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-25,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,ICU Hospital Beds in Use,1255
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,Acute Care Hospital Beds in Use,6495
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,Total Acute Care Hospital Beds,8532
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-26,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,ICU Hospital Beds in Use,1221
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,Acute Care Hospital Beds in Use,6415
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-27,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,ICU Hospital Beds in Use,1276
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,Acute Care Hospital Beds in Use,6691
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,Total Acute Care Hospital Beds,8526
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-28,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,ICU Hospital Beds in Use,1263
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,Acute Care Hospital Beds in Use,6784
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,Total Acute Care Hospital Beds,8532
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-29,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,ICU Hospital Beds in Use,1301
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,Acute Care Hospital Beds in Use,6736
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,Total Acute Care Hospital Beds,8533
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-30,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,ICU Hospital Beds in Use,1319
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,Acute Care Hospital Beds in Use,6795
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,Total Acute Care Hospital Beds,8533
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-07-31,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,ICU Hospital Beds in Use,1300
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,Acute Care Hospital Beds in Use,6742
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,Total Acute Care Hospital Beds,8533
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-01,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,ICU Hospital Beds in Use,1277
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,Acute Care Hospital Beds in Use,6522
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,Total Acute Care Hospital Beds,8533
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-02,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,ICU Hospital Beds in Use,1232
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,Acute Care Hospital Beds in Use,6275
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,Total Acute Care Hospital Beds,8533
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-03,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,ICU Hospital Beds in Use,1276
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,Acute Care Hospital Beds in Use,6564
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,Total Acute Care Hospital Beds,8531
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-04,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,ICU Hospital Beds in Use,1285
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,Acute Care Hospital Beds in Use,6706
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,Total Acute Care Hospital Beds,8531
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-05,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,ICU Hospital Beds in Use,1287
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,Acute Care Hospital Beds in Use,6772
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,Total Acute Care Hospital Beds,8531
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-06,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,ICU Hospital Beds in Use,1301
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,Acute Care Hospital Beds in Use,6749
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,Total Acute Care Hospital Beds,8531
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-07,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,ICU Hospital Beds in Use,1315
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,Acute Care Hospital Beds in Use,6668
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,Total Acute Care Hospital Beds,8531
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-08,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,ICU Hospital Beds in Use,1274
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,Acute Care Hospital Beds in Use,6414
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,Total Acute Care Hospital Beds,8531
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-09,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,ICU Hospital Beds in Use,1277
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,Acute Care Hospital Beds in Use,6409
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,Total Acute Care Hospital Beds,8531
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,Percent of Acute Care Hospital Beds in Use,0.75
